1,马克思主义学院,1
2,学生职业规划与就业指导中心,1
3,武装部,1
4,心理健康教育中心,1
5,外国语学院,1
6,数学学院,1
7,计算机与人工智能学院,1
8,体育学院,1
9,经济学院,1
10,金融学院,1
11,财政税务学院,1
12,会计学院,1
13,统计学院,1
14,西部商学院,1
15,人文与艺术学院,1
16,金融学院,2
17,马克思主义学院,2
18,体育教学部,2
19,数学学院,2
20,统计与数据科学学院,2
21,计算机与人工智能学院,2
22,外国语学院,2
23,会计学院,2
24,经济学院,2
25,商学院,2
26,法学院,2
27,公共管理学院,2
28,财税投资学院,2
